training_time,test_loss,test_auroc,test_auprc,test_sensitivity,test_specificity,config
1.6328020095825195,0.40092371518795306,1.0,1.0,1.0,1.0,"{'data_path': './data', 'ts_input_dim': 12, 'static_input_dim': 9, 'hidden_dim': 64, 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_grad_norm': 1.0, 'batch_size': 16, 'num_epochs': 15000, 'pos_weight': 5.0, 'max_patients': 2000000}"
